/file/	C:\Users\Федор\Desktop\Ю4-6_ЭН\Ю4-6_РД_ЭН_План наружного освещения.dwg
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Массштаб	Distance1	Angle1	Position1 X	Position1 Y	H_Text	Angle2	N_PYLON	GROUP	POWER	TYPE	NAME	MANUFACTURER	SPECIFICATION_SECTION
33813	опора_промежуточная 0.4	*U28	ЭО_Пл_Опора	(1.03365e+008 1.04763e+008 0.0)	0	1:500	625.0	2.58067	3382.13	-3125.3	1500.0	0.100158	N1_28				опора		
337F9	опора_промежуточная 0.4	*U29	ЭО_Пл_Опора	(1.03399e+008 1.04775e+008 0.0)	0	1:500	625.0	3.14159	2613.45	-557.92	1500.0	0.100158	N1_31				опора		
337DF	опора_промежуточная 0.4	*U232	ЭО_Пл_Опора	(1.03427e+008 1.04795e+008 0.0)	0	1:500	625.0	3.14159	1592.2	-251.401	1500.0	0.100158	N1_33				опора		
337C5	опора_промежуточная 0.4	*U106	ЭО_Пл_Опора	(1.03413e+008 1.04814e+008 0.0)	0	1:500	625.0	3.14159	2117.19	-1180.06	1500.0	0.100158	N1_41				опора		
337AB	опора_промежуточная 0.4	*U121	ЭО_Пл_Опора	(1.03405e+008 1.04826e+008 0.0)	0	1:500	625.0	3.14159	2410.57	-1978.49	1500.0	0.100158	N1_57				опора		
33791	опора_промежуточная 0.4	*U171	ЭО_Пл_Опора	(1.035e+008 1.04772e+008 1.13687e-013)	0	1:500	625.0	3.14159	846.453	458.167	1500.0	0.100158	N1_68				опора		
3375D	опора_промежуточная 0.4	*U102	ЭО_Пл_Опора	(1.03471e+008 1.04812e+008 0.0)	0	1:500	625.0	3.14159	755.181	435.507	1500.0	0.100158	N1_66				опора		
33743	опора_промежуточная 0.4	*U27	ЭО_Пл_Опора	(1.03456e+008 1.04833e+008 0.0)	0	1:500	625.0	3.14159	1963.65	1095.2	1500.0	0.100158	N1_65				опора		
33599	опора_промежуточная 0.4	*U222	ЭО_Пл_Опора	(1.03364e+008 1.04959e+008 1.13687e-013)	0	1:500	625.0	3.14159	2006.77	-727.493	1500.0	0.100158	N1_75				опора		
33565	опора_промежуточная 0.4	*U223	ЭО_Пл_Опора	(1.03375e+008 1.04944e+008 1.13687e-013)	0	1:500	625.0	3.14159	2697.62	-1488.65	1500.0	0.100158	N1_74				опора		
3354B	опора_промежуточная 0.4	*U439	ЭО_Пл_Опора	(1.03386e+008 1.04928e+008 1.13687e-013)	0	1:500	625.0	3.14159	1338.42	1581.86	1500.0	0.100158	N1_73				опора		
33531	опора_промежуточная 0.4	*U227	ЭО_Пл_Опора	(1.03412e+008 1.04893e+008 0.0)	0	1:500	625.0	3.14159	1818.08	-1561.1	1500.0	0.100158	N1_71				опора		
33517	опора_промежуточная 0.4	*U101	ЭО_Пл_Опора	(1.03441e+008 1.04853e+008 0.0)	0	1:500	625.0	3.14159	980.968	747.665	1500.0	0.100158	N1_64				опора		
334C1	опора_промежуточная 0.4	*U105	ЭО_Пл_Опора	(1.03427e+008 1.04873e+008 0.0)	0	1:500	625.0	3.14159	919.129	556.079	1500.0	0.100158	N1_70				опора		
334A7	опора_промежуточная 0.4	*U431	ЭО_Пл_Опора	(1.03367e+008 1.04878e+008 0.0)	0	1:500	625.0	3.14159	2220.88	-1876.18	1500.0	0.100158	N1_45				опора		
33451	опора_промежуточная 0.4	*U218	ЭО_Пл_Опора	(1.03375e+008 1.04866e+008 0.0)	0	1:500	625.0	3.14159	1846.39	-1341.26	1500.0	0.100158	N1_44				опора		
33437	опора_промежуточная 0.4	*U26	ЭО_Пл_Опора	(1.03355e+008 1.04851e+008 0.0)	0	1:500	625.0	3.14159	2172.24	-473.199	1500.0	0.100158	N1_43				опора		
333E1	опора_промежуточная 0.4	*U432	ЭО_Пл_Опора	(1.03367e+008 1.04841e+008 0.0)	0	1:500	625.0	3.14159	-1898.99	3343.14	1500.0	0.100158	n1_46				опора		
33342	опора_промежуточная 0.4	*U24	ЭО_Пл_Опора	(1.03401e+008 1.04922e+008 0.0)	0	1:500	625.0	3.14159	-804.946	-1919.4	1500.0	0.100158	n1_79				опора		
33328	опора_промежуточная 0.4	*U23	ЭО_Пл_Опора	(1.03335e+008 1.04837e+008 0.0)	0	1:500	625.0	3.14159	2639.83	-980.016	1500.0	0.100158	N1_42				опора		
3330E	опора_промежуточная 0.4	*U22	ЭО_Пл_Опора	(1.03317e+008 1.0482e+008 0.0)	0	1:500	625.0	3.14159	2025.66	-1088.18	1500.0	0.100158	N1_25				опора		
332CC	опора_промежуточная 0.4	*U107	ЭО_Пл_Опора	(1.03298e+008 1.04842e+008 0.0)	0	1:500	625.0	3.14159	1358.01	-407.647	1500.0	0.100158	N1_24				опора		
33269	опора_промежуточная 0.4	*U208	ЭО_Пл_Опора	(1.03281e+008 1.04863e+008 0.0)	0	1:500	625.0	3.14159	1069.31	195.096	1500.0	0.100158	N1_23				опора		
1C181	опора_промежуточная 0.4	*U16	ЭО_Пл_Опора	(1.03718e+008 1.05114e+008 0.0)	0	1:500	625.0	4.37449	4190.12	-796.133	1500.0	2.33166	N				опора		
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Массштаб	Distance1	Angle1	H_Text	Position3 X	Position3 Y	Position1 X	Position1 Y	GROUP	TYPE	NAME	MANUFACTURER	SPECIFICATION_SECTION	POWER
EE776	ЭО_Опора_1_свет	*U405	ЭО_Пл_Светильники	(1.03422e+008 1.04838e+008 0.0)	0	1:500	625.0	2.59604	1500.0	-854.84	518.891	-7739.71	294.106					Светотехническое оборудование	40Вт
EE1F8	ЭО_Опора_1_свет	*U403	ЭО_Пл_Светильники	(1.03443e+008 1.0517e+008 0.0)	0	1:500	625.0	1.03988	1500.0	506.327	862.342	-463.38	2501.45					Светотехническое оборудование	40Вт
EE19E	ЭО_Опора_1_свет	*U402	ЭО_Пл_Светильники	(1.03455e+008 1.0517e+008 0.0)	0	1:500	625.0	2.1757	1500.0	-568.684	822.556	-3493.27	2297.3					Светотехническое оборудование	40Вт
EE182	ЭО_Опора_1_свет	*U404	ЭО_Пл_Светильники	(1.03448e+008 1.05179e+008 0.0)	0	1:500	625.0	4.80296	1500.0	90.4496	-995.901	-1745.53	-4048.31					Светотехническое оборудование	40Вт
EE0F4	ЭО_Опора_1_свет	*U401	ЭО_Пл_Светильники	(1.03399e+008 1.04928e+008 0.0)	0	1:500	625.0	5.12419	1500.0	400.259	-916.402	2205.96	-1562.16					Светотехническое оборудование	40Вт
EE09A	ЭО_Опора_1_свет	*U400	ЭО_Пл_Светильники	(1.03401e+008 1.04922e+008 0.0)	0	1:500	625.0	2.08451	1500.0	-491.419	870.923	570.599	1181.81					Светотехническое оборудование	40Вт
EDFF7	ЭО_Опора_1_свет	*U398	ЭО_Пл_Светильники	(1.03422e+008 1.04852e+008 -570.131)	0	1:500	625.0	0.226774	1500.0	974.397	224.835	1334.87	1791.36					Светотехническое оборудование	40Вт
EDF83	ЭО_Опора_1_свет	*U397	ЭО_Пл_Светильники	(1.03414e+008 1.04857e+008 0.0)	0	1:500	625.0	1.30322	1500.0	264.396	964.414	-5274.26	-945.335					Светотехническое оборудование	40Вт
EDEE0	ЭО_Опора_1_свет	*U395	ЭО_Пл_Светильники	(1.03421e+008 1.04865e+008 0.0)	0	1:500	625.0	4.02655	1500.0	-633.323	-773.888	-2683.09	1770.21					Светотехническое оборудование	40Вт
EDE79	ЭО_Опора_1_свет	*U394	ЭО_Пл_Светильники	(1.0341e+008 1.04865e+008 0.0)	0	1:500	625.0	6.23123	1500.0	998.651	-51.9277	-1654.17	2045.74					Светотехническое оборудование	40Вт
EDDEB	ЭО_Опора_1_свет	*U393	ЭО_Пл_Светильники	(1.03397e+008 1.04868e+008 0.0)	0	1:500	625.0	1.49059	1500.0	80.1234	996.785	-2174.75	-4060.05					Светотехническое оборудование	40Вт
EDD91	ЭО_Опора_1_свет	*U392	ЭО_Пл_Светильники	(1.03397e+008 1.04868e+008 0.0)	0	1:500	625.0	4.60228	1500.0	-109.89	-993.944	-2103.89	3629.52					Светотехническое оборудование	40Вт
EDD37	ЭО_Опора_1_свет	*U391	ЭО_Пл_Светильники	(1.03394e+008 1.04831e+008 0.0)	0	1:500	625.0	2.94774	1500.0	-981.27	192.638	201.839	2367.88					Светотехническое оборудование	40Вт
EDCD0	ЭО_Опора_1_свет	*U390	ЭО_Пл_Светильники	(1.03367e+008 1.04841e+008 0.0)	0	1:500	625.0	5.50417	1500.0	711.608	-702.577	-428.258	-3718.24					Светотехническое оборудование	40Вт
EDC76	ЭО_Опора_1_свет	*U389	ЭО_Пл_Светильники	(1.03383e+008 1.04849e+008 0.0)	0	1:500	625.0	4.60228	1500.0	-109.89	-993.944	-2620.78	-4171.12					Светотехническое оборудование	40Вт
EDABA	ЭО_Опора_1_свет	*U384	ЭО_Пл_Светильники	(1.03377e+008 1.04834e+008 0.0)	0	1:500	625.0	4.57698	1500.0	-135.0	-990.846	-1569.1	-4131.85					Светотехническое оборудование	40Вт
EDA60	ЭО_Опора_1_свет	*U383	ЭО_Пл_Светильники	(1.03374e+008 1.04819e+008 0.0)	0	1:500	625.0	1.40387	1500.0	166.155	986.1	201.839	2367.88					Светотехническое оборудование	40Вт
EDA44	ЭО_Опора_1_свет	*U385	ЭО_Пл_Светильники	(1.03377e+008 1.04834e+008 0.0)	0	1:500	625.0	1.40117	1500.0	168.812	985.648	201.839	2367.88					Светотехническое оборудование	40Вт
EDA28	ЭО_Опора_1_свет	*U388	ЭО_Пл_Светильники	(1.0336e+008 1.04827e+008 0.0)	0	1:500	625.0	0.567059	1500.0	843.484	537.154	2722.18	-473.41					Светотехническое оборудование	40Вт
EDA0C	ЭО_Опора_1_свет	*U386	ЭО_Пл_Светильники	(1.03352e+008 1.04828e+008 0.0)	0	1:500	625.0	5.74699	1500.0	859.661	-510.865	201.839	2367.88					Светотехническое оборудование	40Вт
ED9F0	ЭО_Опора_1_свет	*U387	ЭО_Пл_Светильники	(1.03345e+008 1.04816e+008 0.0)	0	1:500	625.0	3.05972	1500.0	-996.65	81.7823	-5097.6	2367.88					Светотехническое оборудование	40Вт
ED8C8	ЭО_Опора_1_свет	*U379	ЭО_Пл_Светильники	(1.03344e+008 1.04802e+008 0.0)	0	1:500	625.0	0.567059	1500.0	843.484	537.154	201.839	2367.88					Светотехническое оборудование	40Вт
EC621	ЭО_Опора_1_свет	*U194	ЭО_Пл_Светильники	(1.03253e+008 1.04904e+008 0.0)	0	1:500	625.0	0.657168	1500.0	791.726	610.877	138.218	2297.24					Светотехническое оборудование	60Вт
EC351	ЭО_Опора_1_свет	*U190	ЭО_Пл_Светильники	(1.03437e+008 1.05015e+008 0.0)	0	1:500	625.0	3.14605	1500.0	-999.99	-4.46019	-6379.42	929.578					Светотехническое оборудование	60Вт
EC335	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.0345e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
EB4F7	ЭО_Опора_1_свет	*U308	ЭО_Пл_Светильники	(1.03414e+008 1.05027e+008 0.0)	0	1:500	625.0	3.14605	1500.0	-999.99	-4.46019	-5274.42	-2512.36					Светотехническое оборудование	80Вт
EB4DB	ЭО_Опора_1_свет	*U307	ЭО_Пл_Светильники	(1.03414e+008 1.05027e+008 0.0)	0	1:500	625.0	1.571	1500.0	-0.201286	1000.0	856.011	3669.07					Светотехническое оборудование	80Вт
EB4BF	ЭО_Опора_1_свет	*U190	ЭО_Пл_Светильники	(1.03414e+008 1.05005e+008 0.0)	0	1:500	625.0	3.14605	1500.0	-999.99	-4.46019	-6379.42	929.578					Светотехническое оборудование	80Вт
EB4A3	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03414e+008 1.05005e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
EB0ED	ЭО_Опора_1_свет	*U134	ЭО_Пл_Светильники	(1.03365e+008 1.04978e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	80Вт
EB0D1	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03365e+008 1.04978e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
EA759	ЭО_Опора_1_свет	*U251	ЭО_Пл_Светильники	(1.03417e+008 1.04702e+008 0.0)	0	1:500	625.0	3.87387	1500.0	-743.651	-668.568	-5447.71	-3954.3					Светотехническое оборудование	60Вт
EA73D	ЭО_Опора_1_свет	*U250	ЭО_Пл_Светильники	(1.03417e+008 1.04702e+008 0.0)	0	1:500	625.0	5.45704	1500.0	677.719	-735.321	510.782	-4004.99					Светотехническое оборудование	60Вт
EA721	ЭО_Опора_1_свет	*U247	ЭО_Пл_Светильники	(1.03434e+008 1.04714e+008 0.0)	0	1:500	625.0	5.34492	1500.0	591.184	-806.537	-1161.85	-4113.66					Светотехническое оборудование	60Вт
EA705	ЭО_Опора_1_свет	*U247	ЭО_Пл_Светильники	(1.03451e+008 1.04726e+008 0.0)	0	1:500	625.0	5.34492	1500.0	591.184	-806.537	-1161.85	-4113.66					Светотехническое оборудование	60Вт
EA5A3	ЭО_Опора_1_свет	*U247	ЭО_Пл_Светильники	(1.03468e+008 1.04739e+008 0.0)	0	1:500	625.0	5.34492	1500.0	591.184	-806.537	-1161.85	-4113.66					Светотехническое оборудование	60Вт
EA587	ЭО_Опора_1_свет	*U248	ЭО_Пл_Светильники	(1.03468e+008 1.04739e+008 0.0)	0	1:500	625.0	0.608766	1500.0	820.355	571.855	-106.445	1787.01					Светотехническое оборудование	80Вт
EA4E4	ЭО_Опора_1_свет	*U245	ЭО_Пл_Светильники	(1.03458e+008 1.04753e+008 0.0)	0	1:500	625.0	0.608766	1500.0	820.355	571.855	2347.52	-1461.63					Светотехническое оборудование	80Вт
EA4C8	ЭО_Опора_1_свет	*U239	ЭО_Пл_Светильники	(1.03382e+008 1.04744e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-4018.71	-3365.82					Светотехническое оборудование	80Вт
EA12D	ЭО_Опора_1_свет	*U237	ЭО_Пл_Светильники	(1.034e+008 1.04723e+008 0.0)	0	1:500	625.0	3.79908	1500.0	-791.531	-611.129	-4111.83	-3485.95					Светотехническое оборудование	60Вт
EA111	ЭО_Опора_1_свет	*U236	ЭО_Пл_Светильники	(1.034e+008 1.04723e+008 0.0)	0	1:500	625.0	2.27257	1500.0	-645.576	763.696	-905.63	2296.55					Светотехническое оборудование	80Вт
E9FCC	ЭО_Опора_1_свет	*U235	ЭО_Пл_Светильники	(1.03405e+008 1.04826e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	3046.88	547.1					Светотехническое оборудование	60Вт
E9FB0	ЭО_Опора_1_свет	*U234	ЭО_Пл_Светильники	(1.03405e+008 1.04826e+008 0.0)	0	1:500	625.0	2.24482	1500.0	-624.132	781.319	-3392.21	2532.84					Светотехническое оборудование	60Вт
E9EE0	ЭО_Опора_1_свет	*U233	ЭО_Пл_Светильники	(1.03413e+008 1.04814e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	2418.77	1692.53					Светотехническое оборудование	60Вт
E9D4E	ЭО_Опора_1_свет	*U229	ЭО_Пл_Светильники	(1.03365e+008 1.04763e+008 0.0)	0	1:500	625.0	3.79908	1500.0	-791.531	-611.129	-4684.83	-4008.37					Светотехническое оборудование	80Вт
E9D32	ЭО_Опора_1_свет	*U230	ЭО_Пл_Светильники	(1.03365e+008 1.04763e+008 0.0)	0	1:500	625.0	5.37918	1500.0	618.47	-785.808	2803.3	-513.603					Светотехническое оборудование	60Вт
E9CCB	ЭО_Опора_1_свет	*U228	ЭО_Пл_Светильники	(1.03423e+008 1.04766e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-5580.85	-949.433					Светотехническое оборудование	60Вт
E9CAF	ЭО_Опора_1_свет	*U212	ЭО_Пл_Светильники	(1.0342e+008 1.04747e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9C93	ЭО_Опора_1_свет	*U211	ЭО_Пл_Светильники	(1.0342e+008 1.04747e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C77	ЭО_Опора_1_свет	*U435	ЭО_Пл_Светильники	(1.03399e+008 1.04775e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-456.443	3140.88					Светотехническое оборудование	60Вт
E9C5B	ЭО_Опора_1_свет	*U211	ЭО_Пл_Светильники	(1.03399e+008 1.04775e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C3F	ЭО_Опора_1_свет	*U212	ЭО_Пл_Светильники	(1.03427e+008 1.04795e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9C23	ЭО_Опора_1_свет	*U211	ЭО_Пл_Светильники	(1.03427e+008 1.04795e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C07	ЭО_Опора_1_свет	*U212	ЭО_Пл_Светильники	(1.03447e+008 1.04768e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9BEB	ЭО_Опора_1_свет	*U211	ЭО_Пл_Светильники	(1.03447e+008 1.04768e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9B86	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03412e+008 1.04893e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9B6A	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03412e+008 1.04893e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9A28	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03402e+008 1.0494e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9A0C	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03402e+008 1.0494e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E99F0	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03391e+008 1.04955e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E99D4	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03391e+008 1.04955e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E997C	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03397e+008 1.04913e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9960	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03397e+008 1.04913e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9944	ЭО_Опора_1_свет	*U440	ЭО_Пл_Светильники	(1.03386e+008 1.04928e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-766.24	3881.81					Светотехническое оборудование	60Вт
E9928	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03386e+008 1.04928e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E98D0	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03375e+008 1.04944e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E98B4	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03375e+008 1.04944e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9760	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03364e+008 1.04959e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9707	ЭО_Опора_1_свет	*U221	ЭО_Пл_Светильники	(1.03384e+008 1.04811e+008 0.0)	0	1:500	625.0	2.28341	1500.0	-653.816	756.653	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9686	ЭО_Опора_1_свет	*U221	ЭО_Пл_Светильники	(1.03364e+008 1.04796e+008 0.0)	0	1:500	625.0	2.28341	1500.0	-653.816	756.653	-2150.1	2345.74					Светотехническое оборудование	60Вт
E94F5	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03367e+008 1.04878e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9434	ЭО_Опора_1_свет	*U217	ЭО_Пл_Светильники	(1.03375e+008 1.04866e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	458.627	2086.92					Светотехническое оборудование	60Вт
E9418	ЭО_Опора_1_свет	*U216	ЭО_Пл_Светильники	(1.03375e+008 1.04866e+008 0.0)	0	1:500	625.0	5.37918	1500.0	618.47	-785.808	-2840.53	-4073.34					Светотехническое оборудование	60Вт
E93E2	ЭО_Опора_1_свет	*U220	ЭО_Пл_Светильники	(1.03355e+008 1.04851e+008 0.0)	0	1:500	625.0	5.4037	1500.0	637.548	-770.41	-2150.1	2345.74					Светотехническое оборудование	60Вт
E93C6	ЭО_Опора_1_свет	*U219	ЭО_Пл_Светильники	(1.03335e+008 1.04837e+008 0.0)	0	1:500	625.0	5.36069	1500.0	603.835	-797.11	-2150.1	2345.74					Светотехническое оборудование	60Вт
E92D6	ЭО_Опора_1_свет	*U212	ЭО_Пл_Светильники	(1.03325e+008 1.04877e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E92BA	ЭО_Опора_1_свет	*U211	ЭО_Пл_Светильники	(1.03325e+008 1.04877e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9291	ЭО_Опора_1_свет	*U243	ЭО_Пл_Светильники	(1.03344e+008 1.04788e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	1859.98	2492.62					Светотехническое оборудование	60Вт
E9275	ЭО_Опора_1_свет	*U244	ЭО_Пл_Светильники	(1.03344e+008 1.04788e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-4625.88	-3713.45					Светотехническое оборудование	80Вт
E9259	ЭО_Опора_1_свет	*U238	ЭО_Пл_Светильники	(1.03332e+008 1.04803e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	201.839	2367.88					Светотехническое оборудование	60Вт
E923D	ЭО_Опора_1_свет	*U255	ЭО_Пл_Светильники	(1.03332e+008 1.04803e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-2433.9	-3641.84					Светотехническое оборудование	80Вт
E9221	ЭО_Опора_1_свет	*U241	ЭО_Пл_Светильники	(1.03317e+008 1.0482e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	37.269	2308.19					Светотехническое оборудование	60Вт
E9205	ЭО_Опора_1_свет	*U240	ЭО_Пл_Светильники	(1.03317e+008 1.0482e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-4395.99	-3885.03					Светотехническое оборудование	80Вт
E9139	ЭО_Опора_1_свет	*U209	ЭО_Пл_Светильники	(1.03298e+008 1.04842e+008 0.0)	0	1:500	625.0	2.27257	1500.0	-645.577	763.696	-1694.12	3384.47					Светотехническое оборудование	60Вт
E911D	ЭО_Опора_1_свет	*U210	ЭО_Пл_Светильники	(1.03298e+008 1.04842e+008 0.0)	0	1:500	625.0	3.84098	1500.0	-765.237	-643.748	-2589.29	-4496.01					Светотехническое оборудование	80Вт
E90B8	ЭО_Опора_1_свет	*U242	ЭО_Пл_Светильники	(1.03281e+008 1.04863e+008 0.0)	0	1:500	625.0	3.85291	1500.0	-757.501	-652.835	-4483.37	-4261.46					Светотехническое оборудование	80Вт
E9044	ЭО_Опора_1_свет	*U213	ЭО_Пл_Светильники	(1.03308e+008 1.04864e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-1024.03	2850.6					Светотехническое оборудование	60Вт
E9028	ЭО_Опора_1_свет	*U207	ЭО_Пл_Светильники	(1.03308e+008 1.04864e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-834.311	-4112.16					Светотехническое оборудование	60Вт
E8F31	ЭО_Опора_1_свет	*U206	ЭО_Пл_Светильники	(1.03288e+008 1.04892e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-3528.78	-3484.77					Светотехническое оборудование	60Вт
E8F15	ЭО_Опора_1_свет	*U204	ЭО_Пл_Светильники	(1.03288e+008 1.04892e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-2651.83	2348.97					Светотехническое оборудование	60Вт
E8E2F	ЭО_Опора_1_свет	*U205	ЭО_Пл_Светильники	(1.03305e+008 1.04905e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-1151.27	-4043.5					Светотехническое оборудование	60Вт
E8E13	ЭО_Опора_1_свет	*U204	ЭО_Пл_Светильники	(1.03305e+008 1.04905e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-2651.83	2348.97					Светотехническое оборудование	60Вт
E8DF7	ЭО_Опора_1_свет	*U214	ЭО_Пл_Светильники	(1.03353e+008 1.04897e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E8DDB	ЭО_Опора_1_свет	*U215	ЭО_Пл_Светильники	(1.03353e+008 1.04897e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E8D02	ЭО_Опора_1_свет	*U202	ЭО_Пл_Светильники	(1.03333e+008 1.04925e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-3199.48	-3867.03					Светотехническое оборудование	60Вт
E8CE6	ЭО_Опора_1_свет	*U203	ЭО_Пл_Светильники	(1.03333e+008 1.04925e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	635.186	2500.03					Светотехническое оборудование	60Вт
E8BAA	ЭО_Опора_1_свет	*U201	ЭО_Пл_Светильники	(1.03319e+008 1.04944e+008 0.0)	0	1:500	625.0	0.608761	1500.0	820.357	571.852	2472.2	-728.503					Светотехническое оборудование	60Вт
