/file/	C:\Users\Федор\Desktop\Ю4-6_ЭН\Пример плана Ю4-6_Э1.dwg
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Массштаб	Distance1	Angle1	Position1 X	Position1 Y	H_Text	Angle2	N_PYLON	GROUP	POWER	TYPE	NAME	MANUFACTURER	SPECIFICATION_SECTION
EA111	ЭО_Опора_1_свет	*U120	ЭО_Пл_Светильники	(1.03399e+008 1.04723e+008 0.0)	0	1:500	625.0	2.27257	1500.0	-645.576	763.696	-905.63	2296.55					Светотехническое оборудование	80Вт
E9FCC	ЭО_Опора_1_свет	*U119	ЭО_Пл_Светильники	(1.03405e+008 1.04826e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	3046.88	547.1					Светотехническое оборудование	60Вт
E9FB0	ЭО_Опора_1_свет	*U118	ЭО_Пл_Светильники	(1.03405e+008 1.04826e+008 0.0)	0	1:500	625.0	2.24482	1500.0	-624.132	781.319	-3392.21	2532.84					Светотехническое оборудование	60Вт
E9EE0	ЭО_Опора_1_свет	*U117	ЭО_Пл_Светильники	(1.03413e+008 1.04814e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	2418.77	1692.53					Светотехническое оборудование	60Вт
E9D4E	ЭО_Опора_1_свет	*U113	ЭО_Пл_Светильники	(1.03365e+008 1.04763e+008 0.0)	0	1:500	625.0	3.79908	1500.0	-791.531	-611.129	-4684.83	-4008.37					Светотехническое оборудование	80Вт
E9D32	ЭО_Опора_1_свет	*U114	ЭО_Пл_Светильники	(1.03365e+008 1.04763e+008 0.0)	0	1:500	625.0	5.37918	1500.0	618.47	-785.808	2803.3	-513.603					Светотехническое оборудование	60Вт
E9CCB	ЭО_Опора_1_свет	*U112	ЭО_Пл_Светильники	(1.03423e+008 1.04766e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-5580.85	-949.433					Светотехническое оборудование	60Вт
E9CAF	ЭО_Опора_1_свет	*U96	ЭО_Пл_Светильники	(1.0342e+008 1.04747e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9C93	ЭО_Опора_1_свет	*U95	ЭО_Пл_Светильники	(1.0342e+008 1.04747e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C77	ЭО_Опора_1_свет	*U299	ЭО_Пл_Светильники	(1.03399e+008 1.04775e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-456.443	3140.88					Светотехническое оборудование	60Вт
E9C5B	ЭО_Опора_1_свет	*U95	ЭО_Пл_Светильники	(1.03399e+008 1.04775e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C3F	ЭО_Опора_1_свет	*U96	ЭО_Пл_Светильники	(1.03427e+008 1.04795e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9C23	ЭО_Опора_1_свет	*U95	ЭО_Пл_Светильники	(1.03427e+008 1.04795e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9C07	ЭО_Опора_1_свет	*U96	ЭО_Пл_Светильники	(1.03447e+008 1.04768e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9BEB	ЭО_Опора_1_свет	*U95	ЭО_Пл_Светильники	(1.03447e+008 1.04768e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9B86	ЭО_Опора_1_свет	*U98	ЭО_Пл_Светильники	(1.03412e+008 1.04893e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9B6A	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03412e+008 1.04893e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9A28	ЭО_Опора_1_свет	*U384	ЭО_Пл_Светильники	(1.03402e+008 1.0494e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-4669.1	2473.83					Светотехническое оборудование	60Вт
E9A0C	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03402e+008 1.0494e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E99F0	ЭО_Опора_1_свет	*U383	ЭО_Пл_Светильники	(1.03391e+008 1.04955e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-5237.44	441.742					Светотехническое оборудование	60Вт
E99D4	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03391e+008 1.04955e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E997C	ЭО_Опора_1_свет	*U98	ЭО_Пл_Светильники	(1.03397e+008 1.04913e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9960	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03397e+008 1.04913e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9944	ЭО_Опора_1_свет	*U304	ЭО_Пл_Светильники	(1.03386e+008 1.04928e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-766.24	3881.81					Светотехническое оборудование	60Вт
E9928	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03386e+008 1.04928e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E98D0	ЭО_Опора_1_свет	*U98	ЭО_Пл_Светильники	(1.03375e+008 1.04944e+008 1.13687e-013)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E98B4	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03375e+008 1.04944e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9760	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03364e+008 1.04959e+008 1.13687e-013)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E9707	ЭО_Опора_1_свет	*U105	ЭО_Пл_Светильники	(1.03384e+008 1.04811e+008 0.0)	0	1:500	625.0	2.28341	1500.0	-653.816	756.653	-2150.1	2345.74					Светотехническое оборудование	60Вт
E9686	ЭО_Опора_1_свет	*U105	ЭО_Пл_Светильники	(1.03364e+008 1.04796e+008 0.0)	0	1:500	625.0	2.28341	1500.0	-653.816	756.653	-2150.1	2345.74					Светотехническое оборудование	60Вт
E94F5	ЭО_Опора_1_свет	*U98	ЭО_Пл_Светильники	(1.03367e+008 1.04878e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E9434	ЭО_Опора_1_свет	*U101	ЭО_Пл_Светильники	(1.03375e+008 1.04866e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	458.627	2086.92					Светотехническое оборудование	60Вт
E9418	ЭО_Опора_1_свет	*U100	ЭО_Пл_Светильники	(1.03375e+008 1.04866e+008 0.0)	0	1:500	625.0	5.37918	1500.0	618.47	-785.808	-2840.53	-4073.34					Светотехническое оборудование	60Вт
E93E2	ЭО_Опора_1_свет	*U104	ЭО_Пл_Светильники	(1.03355e+008 1.04851e+008 0.0)	0	1:500	625.0	5.4037	1500.0	637.548	-770.41	-2150.1	2345.74					Светотехническое оборудование	60Вт
E93C6	ЭО_Опора_1_свет	*U103	ЭО_Пл_Светильники	(1.03335e+008 1.04837e+008 0.0)	0	1:500	625.0	5.36069	1500.0	603.835	-797.11	-2150.1	2345.74					Светотехническое оборудование	60Вт
E92D6	ЭО_Опора_1_свет	*U96	ЭО_Пл_Светильники	(1.03325e+008 1.04877e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-2150.1	2345.74					Светотехническое оборудование	60Вт
E92BA	ЭО_Опора_1_свет	*U95	ЭО_Пл_Светильники	(1.03325e+008 1.04877e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	1103.0	-3993.28					Светотехническое оборудование	60Вт
E9291	ЭО_Опора_1_свет	*U127	ЭО_Пл_Светильники	(1.03344e+008 1.04788e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	1859.98	2492.62					Светотехническое оборудование	60Вт
E9275	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.03344e+008 1.04788e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-4625.88	-3713.45					Светотехническое оборудование	80Вт
E9259	ЭО_Опора_1_свет	*U122	ЭО_Пл_Светильники	(1.03332e+008 1.04803e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	201.839	2367.88					Светотехническое оборудование	60Вт
E923D	ЭО_Опора_1_свет	*U139	ЭО_Пл_Светильники	(1.03332e+008 1.04803e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-2433.9	-3641.84					Светотехническое оборудование	80Вт
E9221	ЭО_Опора_1_свет	*U125	ЭО_Пл_Светильники	(1.03317e+008 1.0482e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	37.269	2308.19					Светотехническое оборудование	60Вт
E9205	ЭО_Опора_1_свет	*U124	ЭО_Пл_Светильники	(1.03317e+008 1.0482e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-4395.99	-3885.03					Светотехническое оборудование	80Вт
E9139	ЭО_Опора_1_свет	*U93	ЭО_Пл_Светильники	(1.03298e+008 1.04842e+008 0.0)	0	1:500	625.0	2.27257	1500.0	-645.577	763.696	-1694.12	3384.47					Светотехническое оборудование	60Вт
E911D	ЭО_Опора_1_свет	*U94	ЭО_Пл_Светильники	(1.03298e+008 1.04842e+008 0.0)	0	1:500	625.0	3.84098	1500.0	-765.237	-643.748	-2589.29	-4496.01					Светотехническое оборудование	80Вт
E90B8	ЭО_Опора_1_свет	*U126	ЭО_Пл_Светильники	(1.03281e+008 1.04863e+008 0.0)	0	1:500	625.0	3.85291	1500.0	-757.501	-652.835	-4483.37	-4261.46					Светотехническое оборудование	80Вт
E9044	ЭО_Опора_1_свет	*U97	ЭО_Пл_Светильники	(1.03308e+008 1.04864e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-1024.03	2850.6					Светотехническое оборудование	60Вт
E9028	ЭО_Опора_1_свет	*U91	ЭО_Пл_Светильники	(1.03308e+008 1.04864e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-834.311	-4112.16					Светотехническое оборудование	60Вт
E8F31	ЭО_Опора_1_свет	*U90	ЭО_Пл_Светильники	(1.03288e+008 1.04892e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-3528.78	-3484.77					Светотехническое оборудование	60Вт
E8F15	ЭО_Опора_1_свет	*U88	ЭО_Пл_Светильники	(1.03288e+008 1.04892e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-2651.83	2348.97					Светотехническое оборудование	60Вт
E8E2F	ЭО_Опора_1_свет	*U89	ЭО_Пл_Светильники	(1.03305e+008 1.04905e+008 0.0)	0	1:500	625.0	2.20229	1500.0	-590.354	807.145	-1151.27	-4043.5					Светотехническое оборудование	60Вт
E8E13	ЭО_Опора_1_свет	*U88	ЭО_Пл_Светильники	(1.03305e+008 1.04905e+008 0.0)	0	1:500	625.0	5.34224	1500.0	589.025	-808.115	-2651.83	2348.97					Светотехническое оборудование	60Вт
E8DF7	ЭО_Опора_1_свет	*U98	ЭО_Пл_Светильники	(1.03353e+008 1.04897e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	439.611	2532.96					Светотехническое оборудование	60Вт
E8DDB	ЭО_Опора_1_свет	*U99	ЭО_Пл_Светильники	(1.03353e+008 1.04897e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	-3027.22	-4244.75					Светотехническое оборудование	60Вт
E8D02	ЭО_Опора_1_свет	*U86	ЭО_Пл_Светильники	(1.03333e+008 1.04925e+008 0.0)	0	1:500	625.0	0.630587	1500.0	807.681	589.619	-3199.48	-3867.03					Светотехническое оборудование	60Вт
E8CE6	ЭО_Опора_1_свет	*U87	ЭО_Пл_Светильники	(1.03333e+008 1.04925e+008 0.0)	0	1:500	625.0	3.77319	1500.0	-807.086	-590.434	635.186	2500.03					Светотехническое оборудование	60Вт
E8BAA	ЭО_Опора_1_свет	*U85	ЭО_Пл_Светильники	(1.03319e+008 1.04944e+008 0.0)	0	1:500	625.0	0.608761	1500.0	820.357	571.852	2472.2	-728.503					Светотехническое оборудование	60Вт
E8B8E	ЭО_Опора_1_свет	*U84	ЭО_Пл_Светильники	(1.0334e+008 1.04978e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-963.322	2936.49					Светотехническое оборудование	80Вт
E8ADC	ЭО_Опора_1_свет	*U84	ЭО_Пл_Светильники	(1.03316e+008 1.04978e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-963.322	2936.49					Светотехническое оборудование	80Вт
E8AC0	ЭО_Опора_1_свет	*U83	ЭО_Пл_Светильники	(1.03316e+008 1.04978e+008 0.0)	0	1:500	625.0	4.71239	1500.0	-7.44279e-009	-1000.0	-699.09	-3825.29					Светотехническое оборудование	60Вт
E8A59	ЭО_Опора_1_свет	*U82	ЭО_Пл_Светильники	(1.03293e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57075	1500.0	0.0418858	1000.0	-1474.81	2886.08					Светотехническое оборудование	80Вт
E8A3D	ЭО_Опора_1_свет	*U81	ЭО_Пл_Светильники	(1.03293e+008 1.04974e+008 0.0)	0	1:500	625.0	3.14123	1500.0	-1000.0	0.364717	-6045.69	-2205.71					Светотехническое оборудование	60Вт
E890A	ЭО_Опора_1_свет	*U80	ЭО_Пл_Светильники	(1.03293e+008 1.04958e+008 0.0)	0	1:500	625.0	0.00708966	1500.0	999.975	7.0896	1820.91	-2509.55					Светотехническое оборудование	80Вт
E88EE	ЭО_Опора_1_свет	*U260	ЭО_Пл_Светильники	(1.03293e+008 1.04958e+008 0.0)	0	1:500	625.0	3.14123	1500.0	-1000.0	0.364717	-5055.66	-2425.38					Светотехническое оборудование	60Вт
E8781	ЭО_Опора_1_свет	*U259	ЭО_Пл_Светильники	(1.03253e+008 1.04904e+008 0.0)	0	1:500	625.0	3.75903	1500.0	-815.367	-578.944	-3809.66	-3426.53					Светотехническое оборудование	80Вт
E8765	ЭО_Опора_1_свет	*U79	ЭО_Пл_Светильники	(1.03263e+008 1.04884e+008 0.0)	0	1:500	625.0	3.85291	1500.0	-757.501	-652.835	-5728.58	-3716.34					Светотехническое оборудование	80Вт
E8699	ЭО_Опора_1_свет	*U77	ЭО_Пл_Светильники	(1.03238e+008 1.04922e+008 0.0)	0	1:500	625.0	1.57082	1500.0	-0.0256004	1000.0	460.889	2700.97					Светотехническое оборудование	80Вт
E867D	ЭО_Опора_1_свет	*U76	ЭО_Пл_Светильники	(1.03238e+008 1.04922e+008 0.0)	0	1:500	625.0	3.14159	1500.0	-1000.0	7.44275e-009	-4630.62	-3917.8					Светотехническое оборудование	80Вт
E8661	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03238e+008 1.04942e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E8645	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03238e+008 1.04942e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E7D7A	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03238e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E7D5E	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03238e+008 1.04974e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
E7D0A	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03238e+008 1.04958e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	40Вт
E7CEE	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03238e+008 1.04958e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
E7C94	ЭО_Опора_1_свет	*U75	ЭО_Пл_Светильники	(1.03293e+008 1.04942e+008 0.0)	0	1:500	625.0	2.47551	1500.0	-786.251	617.908	-5244.78	2220.38					Светотехническое оборудование	80Вт
E7C2D	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03261e+008 1.04942e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7C11	ЭО_Опора_1_свет	*U74	ЭО_Пл_Светильники	(1.03261e+008 1.04942e+008 0.0)	0	1:500	625.0	4.71239	1500.0	-7.44273e-009	-1000.0	-1592.74	-4071.61					Светотехническое оборудование	80Вт
E7BF5	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03261e+008 1.04958e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7BD9	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03261e+008 1.04958e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7BBD	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03261e+008 1.04974e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7BA1	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03261e+008 1.04974e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7B85	ЭО_Опора_1_свет	*U69	ЭО_Пл_Светильники	(1.03261e+008 1.0499e+008 0.0)	0	1:500	625.0	1.57081	1500.0	-0.0185392	1000.0	-1139.63	2807.66					Светотехническое оборудование	60Вт
E7B69	ЭО_Опора_1_свет	*U68	ЭО_Пл_Светильники	(1.03261e+008 1.0499e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	60Вт
E7758	ЭО_Опора_1_свет	*U72	ЭО_Пл_Светильники	(1.03501e+008 1.04752e+008 0.0)	0	1:500	625.0	2.49066	1500.0	-795.517	605.931	-2732.9	-1837.9					Светотехническое оборудование	60Вт
E773C	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.035e+008 1.04772e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E7720	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.03486e+008 1.04792e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E7704	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.03471e+008 1.04812e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E76E8	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.03456e+008 1.04833e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E76CC	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.03441e+008 1.04853e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E764B	ЭО_Опора_1_свет	*U71	ЭО_Пл_Светильники	(1.03427e+008 1.04873e+008 0.0)	0	1:500	625.0	3.77927	1500.0	-803.482	-595.329	-6243.29	-177.499					Светотехническое оборудование	60Вт
E762F	ЭО_Опора_1_свет	*U70	ЭО_Пл_Светильники	(1.03418e+008 1.04911e+008 570.131)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
E7613	ЭО_Опора_1_свет	*U70	ЭО_Пл_Светильники	(1.03418e+008 1.04936e+008 0.0)	0	1:500	625.0	3.13065	1500.0	-999.94	10.9413	-4931.76	-2771.65					Светотехническое оборудование	60Вт
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	WIDTH	LENGTH	ANGLE	N_CROSSING
259E4D	Труба с размером	*U397	_ПР_НО	(1.03433e+008 1.04846e+008 0.0)	6.28	200.0	3000.0	0.633353	1.156
258C19	Труба с размером	*U401	_ПР_НО	(1.03462e+008 1.04737e+008 0.0)	6.28	200.0	2000.0	5.11107	1.16
258BDE	Труба с размером	*U400	_ПР_НО	(1.03464e+008 1.0474e+008 0.0)	3.11	200.0	3000.0	0.645288	1.15
258B7E	Труба с размером	*U399	_ПР_НО	(1.0342e+008 1.04853e+008 -570.131)	6.28	200.0	3000.0	2.64593	1.13
258B21	Труба с размером	*U398	_ПР_НО	(1.03422e+008 1.04847e+008 0.0)	6.28	200.0	3000.0	1.54207	1.12
258B09	Труба с размером	*U397	_ПР_НО	(1.03423e+008 1.04839e+008 0.0)	6.28	200.0	3000.0	0.633353	1.11
258AF1	Труба с размером	*U397	_ПР_НО	(1.03408e+008 1.04828e+008 0.0)	6.28	200.0	3000.0	0.633353	1.10
258AB6	Труба с размером	*U397	_ПР_НО	(1.03401e+008 1.04823e+008 0.0)	6.28	200.0	3000.0	0.633353	1.9
258A7B	Труба с размером	*U396	_ПР_НО	(1.03347e+008 1.04788e+008 0.0)	6.28	200.0	3000.0	6.11385	1.7
258A33	Труба с размером	*U395	_ПР_НО	(1.03269e+008 1.04887e+008 0.0)	6.28	200.0	3000.0	0.462972	1.2
2589D6	Труба с размером	*U394	_ПР_НО	(1.0328e+008 1.04891e+008 0.0)	6.28	200.0	5000.0	0.169851	1.3
25896B	Труба с размером	*U393	_ПР_НО	(1.03329e+008 1.04931e+008 0.0)	6.28	200.0	5000.0	5.21113	1.4
258923	Труба с размером	*U392	_ПР_НО	(1.0332e+008 1.04943e+008 0.0)	6.28	200.0	2000.0	5.67728	1.5
2588E8	Труба с размером	*U391	_ПР_НО	(1.03368e+008 1.04861e+008 0.0)	6.28	200.0	4000.0	0.633392	1.6
